InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName,month,day_of_week,day_of_month
10_HORNSEY_11196,10,11196,Angelini Pnt Grigio Veneto,750mL,1,9.99,9.99,2016-02-26,750,2,0.11,7153,PINE STATE TRADING CO      ,2,4,26
1_HARDERSFIELD_41252,1,41252,Beringer Classic Pnt Grigio,1.5L,1,9.99,9.99,2016-02-26,1500,2,0.22,9819,TREASURY WINE ESTATES      ,2,4,26
14_BROMWICH_3452,14,3452,Vanya Light Vodka,1.75L,3,21.87,7.29,2016-02-26,1750,1,5.51,9552,M S WALKER INC             ,2,4,26
13_TARMSWORTH_4227,13,4227,Bacardi Superior Rum Trav,1.75L,17,305.83,17.99,2016-02-26,1750,1,31.24,480,BACARDI USA INC            ,2,4,26
15_WANBORNE_3253,15,3253,Gilbeys London Dry,1.75L,8,99.92,12.49,2016-02-26,1750,1,14.7,12546,JIM BEAM BRANDS COMPANY    ,2,4,26
11_CARDEND_42881,11,42881,La Bastarda Pnt Gr Sicily,750mL,3,26.97,8.99,2016-02-26,750,2,0.34,10754,PERFECTA WINES             ,2,4,26
14_BROMWICH_31186,14,31186,Almaden Merlot Cal B/B,5L,1,15.99,15.99,2016-02-26,5000,2,0.75,9815,WINE GROUP INC             ,2,4,26
17_OLDHAM_1921,17,1921,Glenfiddich Special Rsv 12,1.75L,1,77.99,77.99,2016-02-26,1750,1,1.84,3664,WILLIAM GRANT & SONS INC   ,2,4,26
11_CARDEND_25649,11,25649,De Loach Chard Cal,750mL,2,19.98,9.99,2016-02-26,750,2,0.22,4425,MARTIGNETTI COMPANIES,2,4,26
14_BROMWICH_1595,14,1595,Gentleman Jack,375mL,1,15.99,15.99,2016-02-26,375,1,0.39,1128,BROWN-FORMAN CORP          ,2,4,26
15_WANBORNE_2465,15,2465,Crown Royal Mini,50mL,1,2.99,2.99,2016-02-26,50,1,0.05,3960,DIAGEO NORTH AMERICA INC   ,2,4,26
10_HORNSEY_5316,10,5316,Amaretto DiSaronno,50mL,2,4.58,2.29,2016-02-26,50,1,0.1,2555,DISARONNO INTERNATIONAL LLC,2,4,26
16_LUNDY_8761,16,8761,Jose Cuervo Especial,375mL,1,10.99,10.99,2016-02-26,375,1,0.39,7245,PROXIMO SPIRITS INC.       ,2,4,26
19_WINTERVALE_3246,19,3246,Bentley's Vodka,1.75L,3,26.37,8.79,2016-02-26,1750,1,5.51,8004,SAZERAC CO INC             ,2,4,26
11_CARDEND_6460,11,6460,Columbia Crest Two Vns Chard,750mL,1,7.49,7.49,2016-02-26,750,2,0.11,8673,STE MICHELLE WINE ESTATES  ,2,4,26
10_HORNSEY_904,10,904,Malibu Rum,Liter,1,17.99,17.99,2016-02-26,1000,1,1.05,17035,PERNOD RICARD USA          ,2,4,26
17_OLDHAM_6349,17,6349,Glen Ellen Chard RSV,1.5L,2,13.98,6.99,2016-02-26,1500,2,0.45,9815,WINE GROUP INC             ,2,4,26
1_HARDERSFIELD_2373,1,2373,Jim Beam Maple,750mL,4,57.96,14.49,2016-02-26,750,1,3.15,12546,JIM BEAM BRANDS COMPANY    ,2,4,26
1_HARDERSFIELD_37840,1,37840,Los Cardos Malbec Mendoza,750mL,2,15.98,7.99,2016-02-26,750,2,0.22,8892,TRINCHERO FAMILY ESTATES   ,2,4,26
11_CARDEND_3745,11,3745,Taaka Vodka Traveler,750mL,1,4.99,4.99,2016-02-26,750,1,0.79,8004,SAZERAC CO INC             ,2,4,26
16_LUNDY_10626,16,10626,MezzaCorona Pnt Nr,1.5L,1,10.99,10.99,2016-02-26,1500,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP ,2,4,26
11_CARDEND_3630,11,3630,Stolichnaya Razberi,1.75L,1,25.99,25.99,2016-02-26,1750,1,1.84,8664,"STOLI GROUP,(USA) LLC      ",2,4,26
11_CARDEND_16327,11,16327,Black Box Merlot,500mL,2,7.98,3.99,2016-02-26,500,2,0.15,1392,CONSTELLATION BRANDS INC   ,2,4,26
13_TARMSWORTH_5292,13,5292,Rumpleminze,750mL,1,19.99,19.99,2016-02-26,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,4,26
10_HORNSEY_9037,10,9037,Prairie Organic Cucumber Vod,750mL,1,19.99,19.99,2016-02-26,750,1,0.79,9206,PHILLIPS PRODUCTS CO.      ,2,4,26
1_HARDERSFIELD_3762,1,3762,Patron Silver Tequila,50mL,3,17.97,5.99,2016-02-26,50,1,0.16,9165,ULTRA BEVERAGE COMPANY LLP ,2,4,26
19_WINTERVALE_1748,19,1748,William Grant Scotch,750mL,1,13.99,13.99,2016-02-26,750,1,0.79,3664,WILLIAM GRANT & SONS INC   ,2,4,26
15_WANBORNE_4282,15,4282,Capt Morgan White Pineapple,750mL,1,12.99,12.99,2016-02-27,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,5,27
10_HORNSEY_18027,10,18027,Banfi Rosa Regale,750mL,1,16.99,16.99,2016-02-27,750,2,0.11,516,BANFI PRODUCTS CORP        ,2,5,27
16_LUNDY_5367,16,5367,Sambuca di Amore,750mL,1,8.49,8.49,2016-02-27,750,1,0.79,660,SAZERAC NORTH AMERICA INC. ,2,5,27
11_CARDEND_26787,11,26787,Moet & Chandon Imperial,187mL,1,10.49,10.49,2016-02-27,187,2,0.03,8112,MOET HENNESSY USA INC      ,2,5,27
13_TARMSWORTH_2586,13,2586,Jameson Irish Whiskey,50mL,1,2.99,2.99,2016-02-27,50,1,0.05,17035,PERNOD RICARD USA          ,2,5,27
1_HARDERSFIELD_8458,1,8458,Agave Underground Tequila,750mL,1,35.99,35.99,2016-02-27,750,1,0.79,10754,PERFECTA WINES             ,2,5,27
1_HARDERSFIELD_5111,1,5111,Dr McGillicuddy's Mentholmnt,50mL,1,0.99,0.99,2016-02-27,50,1,0.05,8004,SAZERAC CO INC             ,2,5,27
15_WANBORNE_3522,15,3522,Platinum 7X Distilled Vodka,1.75L,3,38.97,12.99,2016-02-27,1750,1,5.51,8004,SAZERAC CO INC             ,2,5,27
16_LUNDY_3894,16,3894,Zhenka Vodka 100 Proof,1.75L,1,13.49,13.49,2016-02-27,1750,1,1.84,9552,M S WALKER INC             ,2,5,27
13_TARMSWORTH_1233,13,1233,Jack Daniels No 7 Black,1.75L,3,107.97,35.99,2016-02-27,1750,1,5.51,1128,BROWN-FORMAN CORP          ,2,5,27
12_LEESIDE_32649,12,32649,Beringer Classic Wh Merlot,1.5L,1,9.99,9.99,2016-02-27,1500,2,0.22,9819,TREASURY WINE ESTATES      ,2,5,27
15_WANBORNE_26456,15,26456,Ravenswood Vntnrs Blnd Chard,750mL,2,13.58,6.79,2016-02-27,750,2,0.22,1392,CONSTELLATION BRANDS INC   ,2,5,27
14_BROMWICH_3300,14,3300,Smirnoff Sorbet Mango/Pasion,50mL,10,9.9,0.99,2016-02-27,50,1,0.52,3960,DIAGEO NORTH AMERICA INC   ,2,5,27
19_WINTERVALE_3827,19,3827,Popov Vodka,1.75L,1,12.99,12.99,2016-02-27,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,2,5,27
14_BROMWICH_16727,14,16727,Bitch Grenache Aragon,750mL,1,13.99,13.99,2016-02-27,750,2,0.11,4425,MARTIGNETTI COMPANIES,2,5,27
15_WANBORNE_32906,15,32906,Sterling Vintners Cab Svgn C,750mL,5,54.95,10.99,2016-02-27,750,2,0.56,1590,DIAGEO CHATEAU ESTATE WINES,2,5,27
15_WANBORNE_2366,15,2366,Templeton Rye Whiskey,750mL,1,36.99,36.99,2016-02-27,750,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP ,2,5,27
19_WINTERVALE_1883,19,1883,Seagrams 7 Crown,1.75L,1,17.99,17.99,2016-02-27,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,2,5,27
11_CARDEND_28682,11,28682,F Coppola Rosso Bianco Pnt G,750mL,1,9.99,9.99,2016-02-27,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,2,5,27
15_WANBORNE_19545,15,19545,Darkhorse Red,750mL,3,23.97,7.99,2016-02-27,750,2,0.34,3252,E & J GALLO WINERY         ,2,5,27
10_HORNSEY_3040,10,3040,Tito's Handmade Vodka,Liter,4,95.96,23.99,2016-02-27,1000,1,4.2,4425,MARTIGNETTI COMPANIES,2,5,27
15_WANBORNE_831,15,831,Bols Green Creme De Menthe,Liter,1,9.99,9.99,2016-02-27,1000,1,1.05,6213,MHW LTD                    ,2,5,27
13_TARMSWORTH_32988,13,32988,Barefoot Cab Svgn Cal,750mL,1,6.29,6.29,2016-02-27,750,2,0.11,3252,E & J GALLO WINERY         ,2,5,27
18_FURNESS_6590,18,6590,Almaden B/B Wh Znfdl Cal,5L,1,14.99,14.99,2016-02-27,5000,2,0.75,9815,WINE GROUP INC             ,2,5,27
13_TARMSWORTH_8189,13,8189,Camarena Silver Tequila,1.75L,1,31.99,31.99,2016-02-27,1750,1,1.84,3252,E & J GALLO WINERY         ,2,5,27
15_WANBORNE_12078,15,12078,F Coppola Votre Sante Pnt Nr,750mL,1,10.99,10.99,2016-02-27,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,2,5,27
14_BROMWICH_8619,14,8619,Canadian Club,375mL,1,6.99,6.99,2016-02-27,375,1,0.39,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
13_TARMSWORTH_3919,13,3919,Hornitos Reposado Tequila,375mL,1,12.99,12.99,2016-02-27,375,1,0.39,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
15_WANBORNE_4221,15,4221,Bacardi Gold Rum Traveler,1.75L,3,53.97,17.99,2016-02-27,1750,1,5.51,480,BACARDI USA INC            ,2,5,27
11_CARDEND_8178,11,8178,Bulleit Bourbon,750mL,2,55.98,27.99,2016-02-27,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   ,2,5,27
19_WINTERVALE_3405,19,3405,Tito's Handmade Vodka,1.75L,4,115.96,28.99,2016-02-27,1750,1,7.35,4425,MARTIGNETTI COMPANIES,2,5,27
11_CARDEND_41033,11,41033,Menage a Trois White,750mL,3,29.97,9.99,2016-02-27,750,2,0.34,8892,TRINCHERO FAMILY ESTATES   ,2,5,27
15_WANBORNE_2015,15,2015,Jack Daniels Tennessee Honey,750mL,3,71.97,23.99,2016-02-27,750,1,2.36,1128,BROWN-FORMAN CORP          ,2,5,27
10_HORNSEY_26463,10,26463,Ravenswood Vints Blend Znfdl,750mL,3,20.37,6.79,2016-02-27,750,2,0.34,1392,CONSTELLATION BRANDS INC   ,2,5,27
10_HORNSEY_31971,10,31971,Trinchero Main St Cab Svgn,750mL,1,8.99,8.99,2016-02-27,750,2,0.11,8892,TRINCHERO FAMILY ESTATES   ,2,5,27
14_BROMWICH_5750,14,5750,Malibu Rum Traveler,750mL,2,25.98,12.99,2016-02-27,750,1,1.57,17035,PERNOD RICARD USA          ,2,5,27
15_WANBORNE_12069,15,12069,Gnarly Head Pnt Grigio,750mL,1,7.99,7.99,2016-02-27,750,2,0.11,2242,DELICATO VINEYARDS INC     ,2,5,27
15_WANBORNE_485,15,485,Seagrams 7 Crown,Liter,2,25.98,12.99,2016-02-27,1000,1,2.1,3960,DIAGEO NORTH AMERICA INC   ,2,5,27
16_LUNDY_8680,16,8680,Crown Royal,1.75L,3,125.97,41.99,2016-02-27,1750,1,5.51,3960,DIAGEO NORTH AMERICA INC   ,2,5,27
1_HARDERSFIELD_2690,1,2690,Black Velvet Reserve,750mL,2,19.98,9.99,2016-02-27,750,1,1.57,1392,CONSTELLATION BRANDS INC   ,2,5,27
15_WANBORNE_4382,15,4382,Admiral Nelson Spiced Rum,1.75L,1,13.99,13.99,2016-02-27,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   ,2,5,27
13_TARMSWORTH_5111,13,5111,Dr McGillicuddy's Mentholmnt,50mL,21,20.79,0.99,2016-02-27,50,1,1.1,8004,SAZERAC CO INC             ,2,5,27
10_HORNSEY_14383,10,14383,LaBelle Winery Granite Red,750mL,6,95.94,15.99,2016-02-27,750,2,0.68,90032,LABELLE VYDS AND WINERY    ,2,5,27
14_BROMWICH_13723,14,13723,Big House Red,3L,1,16.99,16.99,2016-02-27,3000,2,0.45,9815,WINE GROUP INC             ,2,5,27
14_BROMWICH_5251,14,5251,DeKuyper Buttershots Schnpps,50mL,2,1.98,0.99,2016-02-27,50,1,0.1,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
11_CARDEND_3102,11,3102,Smirnoff Traveler,1.75L,2,35.98,17.99,2016-02-27,1750,1,3.67,3960,DIAGEO NORTH AMERICA INC   ,2,5,27
10_HORNSEY_4359,10,4359,Mr Boston Light Rum,1.75L,4,43.96,10.99,2016-02-27,1750,1,7.35,660,SAZERAC NORTH AMERICA INC. ,2,5,27
14_BROMWICH_3696,14,3696,Gilbeys Vodka,1.75L,1,10.99,10.99,2016-02-27,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
10_HORNSEY_3899,10,3899,Platinum 7X Distilled Vodka,375mL,6,23.94,3.99,2016-02-27,375,1,2.36,8004,SAZERAC CO INC             ,2,5,27
1_HARDERSFIELD_6864,1,6864,St Francis Chard,750mL,1,10.99,10.99,2016-02-27,750,2,0.11,4692,KOBRAND CORPORATION        ,2,5,27
10_HORNSEY_5149,10,5149,Hpnotiq Liqueur,1.75L,2,57.98,28.99,2016-02-27,1750,1,3.67,3924,HEAVEN HILL DISTILLERIES   ,2,5,27
10_HORNSEY_1233,10,1233,Jack Daniels No 7 Black,1.75L,7,251.93,35.99,2016-02-27,1750,1,12.86,1128,BROWN-FORMAN CORP          ,2,5,27
15_WANBORNE_44719,15,44719,Cavit Prosecco Lunetta,750mL,3,29.97,9.99,2016-02-27,750,2,0.34,6785,PALM BAY INTERNATIONAL INC ,2,5,27
15_WANBORNE_1663,15,1663,Jim Beam Maple,50mL,4,3.96,0.99,2016-02-27,50,1,0.21,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
10_HORNSEY_33143,10,33143,Our Daily Red,750mL,1,9.99,9.99,2016-02-27,750,2,0.11,7153,PINE STATE TRADING CO      ,2,5,27
15_WANBORNE_8725,15,8725,Chambord Royale de France,375mL,1,15.99,15.99,2016-02-27,375,1,0.39,1128,BROWN-FORMAN CORP          ,2,5,27
17_OLDHAM_3826,17,3826,Skyy Vodka,1.75L,8,159.92,19.99,2016-02-27,1750,1,14.7,11567,CAMPARI AMERICA            ,2,5,27
10_HORNSEY_3325,10,3325,Pinnacle Caramel Apple Vodka,750mL,2,21.98,10.99,2016-02-27,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
11_CARDEND_1346,11,1346,Knob Creek Bourbon,750mL,2,61.98,30.99,2016-02-27,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
1_HARDERSFIELD_21735,1,21735,Millet Roger Sancerrre,750mL,2,51.98,25.99,2016-02-27,750,2,0.22,4425,MARTIGNETTI COMPANIES,2,5,27
1_HARDERSFIELD_5440,1,5440,Jagermeister Liqueur,1.75L,1,34.99,34.99,2016-02-27,1750,1,1.84,3089,SIDNEY FRANK IMPORTING CO  ,2,5,27
1_HARDERSFIELD_46830,1,46830,Pacific Rim Sweet Rsl,750mL,1,7.95,7.95,2016-02-27,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,2,5,27
19_WINTERVALE_3857,19,3857,Grey Goose Vodka,1.75L,2,115.98,57.99,2016-02-27,1750,1,3.67,480,BACARDI USA INC            ,2,5,27
17_OLDHAM_5447,17,5447,Jagermeister Liqueur,375mL,2,19.98,9.99,2016-02-27,375,1,0.79,3089,SIDNEY FRANK IMPORTING CO  ,2,5,27
1_HARDERSFIELD_3607,1,3607,Smirnoff Citrus Vodka,50mL,17,16.83,0.99,2016-02-27,50,1,0.89,3960,DIAGEO NORTH AMERICA INC   ,2,5,27
10_HORNSEY_5401,10,5401,Jagermeister Liqueur,200mL,5,29.95,5.99,2016-02-27,200,1,1.05,3089,SIDNEY FRANK IMPORTING CO  ,2,5,27
11_CARDEND_40098,11,40098,Black Box Merlot Cal,3L,1,18.99,18.99,2016-02-27,3000,2,0.45,1392,CONSTELLATION BRANDS INC   ,2,5,27
11_CARDEND_19977,11,19977,Hideyoshi Namacho Honjozo Sa,300mL,1,12.99,12.99,2016-02-27,300,2,0.04,7153,PINE STATE TRADING CO      ,2,5,27
12_LEESIDE_5480,12,5480,E & J Superior RSV VSOP,750mL,1,10.99,10.99,2016-02-27,750,1,0.79,3252,E & J GALLO WINERY         ,2,5,27
16_LUNDY_8040,16,8040,Bols Blue Curacao,750mL,1,7.99,7.99,2016-02-27,750,1,0.79,6213,MHW LTD                    ,2,5,27
1_HARDERSFIELD_3654,1,3654,Patron Reposado Tequila,750mL,1,53.99,53.99,2016-02-27,750,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP ,2,5,27
13_TARMSWORTH_3089,13,3089,Evan Williams Honey Reserve,750mL,1,13.99,13.99,2016-02-27,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   ,2,5,27
13_TARMSWORTH_3351,13,3351,Pinnacle Whipped Vodka,1.75L,2,33.98,16.99,2016-02-27,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
11_CARDEND_6857,11,6857,Sutter Home Wh Znfdl,1.5L,1,9.99,9.99,2016-02-27,1500,2,0.22,8892,TRINCHERO FAMILY ESTATES   ,2,5,27
13_TARMSWORTH_2436,13,2436,Crown Royal,375mL,3,44.97,14.99,2016-02-27,375,1,1.18,3960,DIAGEO NORTH AMERICA INC   ,2,5,27
14_BROMWICH_23595,14,23595,Almaden Burgundy B/B,5L,5,74.95,14.99,2016-02-27,5000,2,3.75,9815,WINE GROUP INC             ,2,5,27
1_HARDERSFIELD_30602,1,30602,Zardetto Prosecco Conegliano,750mL,1,12.99,12.99,2016-02-27,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,2,5,27
1_HARDERSFIELD_5462,1,5462,Barenjager Honey Liqueur,750mL,1,21.99,21.99,2016-02-27,750,1,0.79,6355,NICHE W & S                ,2,5,27
1_HARDERSFIELD_16539,1,16539,Catalpa Chard,750mL,2,31.98,15.99,2016-02-27,750,2,0.22,7153,PINE STATE TRADING CO      ,2,5,27
19_WINTERVALE_3253,19,3253,Gilbeys London Dry,1.75L,2,24.98,12.49,2016-02-27,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
19_WINTERVALE_1962,19,1962,Jim Beam Apple,750mL,1,14.49,14.49,2016-02-27,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
12_LEESIDE_3899,12,3899,Platinum 7X Distilled Vodka,375mL,1,3.99,3.99,2016-02-27,375,1,0.39,8004,SAZERAC CO INC             ,2,5,27
11_CARDEND_32263,11,32263,Lindemans Bin 65 Chard,1.5L,17,152.83,8.99,2016-02-27,1500,2,3.82,4425,MARTIGNETTI COMPANIES,2,5,27
15_WANBORNE_7358,15,7358,Viniq Ruby Shimmery Liqueur,750mL,1,18.99,18.99,2016-02-27,750,1,0.79,3252,E & J GALLO WINERY         ,2,5,27
15_WANBORNE_5875,15,5875,Malibu Light Bl Hawaiian RTD,1.75L,1,19.99,19.99,2016-02-27,1750,1,1.84,17035,PERNOD RICARD USA          ,2,5,27
15_WANBORNE_5410,15,5410,Raspberry di Amore,750mL,1,8.49,8.49,2016-02-27,750,1,0.79,660,SAZERAC NORTH AMERICA INC. ,2,5,27
17_OLDHAM_5661,17,5661,Dr McGillicuddy's Root Beer,750mL,2,27.98,13.99,2016-02-27,750,1,1.57,8004,SAZERAC CO INC             ,2,5,27
10_HORNSEY_22014,10,22014,Foss Marai Prosecco,750mL,1,14.99,14.99,2016-02-27,750,2,0.11,90024,VINILANDIA USA             ,2,5,27
15_WANBORNE_11219,15,11219,Josh Cellars Cab Svgn Sonoma,750mL,7,111.93,15.99,2016-02-27,750,2,0.79,4425,MARTIGNETTI COMPANIES,2,5,27
14_BROMWICH_3827,14,3827,Popov Vodka,1.75L,1,12.99,12.99,2016-02-27,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,2,5,27
10_HORNSEY_39717,10,39717,Estancia Pnt Grigio Cal,750mL,3,35.97,11.99,2016-02-27,750,2,0.34,1392,CONSTELLATION BRANDS INC   ,2,5,27
18_FURNESS_1375,18,1375,Jim Beam,750mL,1,14.49,14.49,2016-02-27,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
14_BROMWICH_19336,14,19336,Moletto Prosecco,187mL,3,11.97,3.99,2016-02-27,187,2,0.08,4848,LAIRD & CO                 ,2,5,27
15_WANBORNE_8512,15,8512,Baileys Irish Cream,750mL,6,119.94,19.99,2016-02-27,750,1,4.72,3960,DIAGEO NORTH AMERICA INC   ,2,5,27
14_BROMWICH_1258,14,1258,Jim Beam Black,750mL,1,22.99,22.99,2016-02-27,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
1_HARDERSFIELD_5105,1,5105,Dr McGillicuddy's Mentholmnt,1.75L,1,19.99,19.99,2016-02-27,1750,1,1.84,8004,SAZERAC CO INC             ,2,5,27
15_WANBORNE_8296,15,8296,Knob Creek Smoked Maple,750mL,1,27.99,27.99,2016-02-27,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
19_WINTERVALE_17175,19,17175,Beringer Classic Cab Svgn,1.5L,1,9.99,9.99,2016-02-27,1500,2,0.22,9819,TREASURY WINE ESTATES      ,2,5,27
15_WANBORNE_4783,15,4783,Mr Boston Apricot Brandy,1.75L,2,27.98,13.99,2016-02-27,1750,1,3.67,660,SAZERAC NORTH AMERICA INC. ,2,5,27
17_OLDHAM_5096,17,5096,DeKuyper Peachtree Schnapps,750mL,1,10.99,10.99,2016-02-27,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
18_FURNESS_17345,18,17345,Bogle Essential Red,750mL,2,21.98,10.99,2016-02-27,750,2,0.22,4425,MARTIGNETTI COMPANIES,2,5,27
15_WANBORNE_4343,15,4343,Cruzan Blueberry Lemonade,750mL,1,10.99,10.99,2016-02-27,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
1_HARDERSFIELD_5676,1,5676,Kinky Liqueur,50mL,8,15.92,1.99,2016-02-27,50,1,0.42,7153,PINE STATE TRADING CO      ,2,5,27
14_BROMWICH_14701,14,14701,Cupcake Red Velvet,750mL,1,7.99,7.99,2016-02-27,750,2,0.11,9815,WINE GROUP INC             ,2,5,27
11_CARDEND_192,11,192,Milagro Anejo Tequila,750mL,1,38.99,38.99,2016-02-27,750,1,0.79,3664,WILLIAM GRANT & SONS INC   ,2,5,27
10_HORNSEY_31119,10,31119,Beringer Chard Private RSV,750mL,1,44.99,44.99,2016-02-27,750,2,0.11,9819,TREASURY WINE ESTATES      ,2,5,27
12_LEESIDE_3726,12,3726,Gilbeys Vodka Traveler,750mL,3,14.97,4.99,2016-02-27,750,1,2.36,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
11_CARDEND_6651,11,6651,Rocca Delle Macie Chianti C,750mL,1,12.99,12.99,2016-02-27,750,2,0.11,6785,PALM BAY INTERNATIONAL INC ,2,5,27
15_WANBORNE_41213,15,41213,A to Z Pnt Nr Ore,750mL,6,83.7,13.95,2016-02-27,750,2,0.68,9165,ULTRA BEVERAGE COMPANY LLP ,2,5,27
11_CARDEND_29128,11,29128,Sutter Home Merlot Cal,187mL 4 Pk,2,11.98,5.99,2016-02-27,187,2,0.06,8892,TRINCHERO FAMILY ESTATES   ,2,5,27
10_HORNSEY_20885,10,20885,Rentas De Fincas Rioja,750mL,1,9.99,9.99,2016-02-27,750,2,0.11,7153,PINE STATE TRADING CO      ,2,5,27
10_HORNSEY_538,10,538,Amaretto DiSaronno,375mL,2,23.98,11.99,2016-02-27,375,1,0.79,2555,DISARONNO INTERNATIONAL LLC,2,5,27
11_CARDEND_4304,11,4304,Bacardi Mango Fusion,50mL,1,0.99,0.99,2016-02-27,50,1,0.05,480,BACARDI USA INC            ,2,5,27
10_HORNSEY_11213,10,11213,Meiomi Pnt Nr,750mL,4,75.96,18.99,2016-02-27,750,2,0.45,1392,CONSTELLATION BRANDS INC   ,2,5,27
10_HORNSEY_13940,10,13940,Black Box Malbec,3L,2,37.98,18.99,2016-02-27,3000,2,0.9,1392,CONSTELLATION BRANDS INC   ,2,5,27
19_WINTERVALE_3528,19,3528,Don Felix Anejo Tequila,750mL,1,39.99,39.99,2016-02-27,750,1,0.79,5455,MARSALLE COMPANY           ,2,5,27
12_LEESIDE_8258,12,8258,Campari,750mL,1,29.99,29.99,2016-02-27,750,1,0.79,11567,CAMPARI AMERICA            ,2,5,27
18_FURNESS_42099,18,42099,Bota Box Pnt Grigio Cal,3L,1,17.99,17.99,2016-02-27,3000,2,0.45,2242,DELICATO VINEYARDS INC     ,2,5,27
11_CARDEND_34175,11,34175,Lindemans Bin 50 Shiraz,1.5L,1,8.99,8.99,2016-02-27,1500,2,0.22,4425,MARTIGNETTI COMPANIES,2,5,27
15_WANBORNE_3268,15,3268,Pinnacle CranApple Vodka,750mL,1,9.99,9.99,2016-02-27,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,5,27
13_TARMSWORTH_5491,13,5491,Rumpleminze,50mL,2,3.98,1.99,2016-02-27,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   ,2,5,27
1_HARDERSFIELD_10727,1,10727,Starborough Svgn Bl Marlboro,750mL,2,19.98,9.99,2016-02-27,750,2,0.22,3252,E & J GALLO WINERY         ,2,5,27
15_WANBORNE_40337,15,40337,Da Vinci Chianti Tuscany,750mL,5,49.95,9.99,2016-02-27,750,2,0.56,3252,E & J GALLO WINERY         ,2,5,27
15_WANBORNE_44620,15,44620,A to Z Ore Chard,750mL,4,43.8,10.95,2016-02-27,750,2,0.45,9165,ULTRA BEVERAGE COMPANY LLP ,2,5,27
11_CARDEND_3837,11,3837,Skyy Vodka,50mL,2,1.98,0.99,2016-02-27,50,1,0.1,11567,CAMPARI AMERICA            ,2,5,27
15_WANBORNE_14539,15,14539,Dom de Dionysos La Deveze,750mL,3,44.97,14.99,2016-02-27,750,2,0.34,4425,MARTIGNETTI COMPANIES,2,5,27
1_HARDERSFIELD_3687,1,3687,Fleischmanns Royal Traveler,750mL,1,4.99,4.99,2016-02-27,750,1,0.79,660,SAZERAC NORTH AMERICA INC. ,2,5,27
10_HORNSEY_7818,10,7818,Andre Cold Duck,750mL,1,5.99,5.99,2016-02-27,750,2,0.11,3252,E & J GALLO WINERY         ,2,5,27
13_TARMSWORTH_3636,13,3636,Dr McGillicuddy's Mentholmnt,375mL,1,7.49,7.49,2016-02-27,375,1,0.39,8004,SAZERAC CO INC             ,2,5,27
11_CARDEND_19507,11,19507,Geyser Peak Svgn Bl,750mL,2,19.98,9.99,2016-02-27,750,2,0.22,2000,SOUTHERN WINE & SPIRITS NE ,2,5,27
15_WANBORNE_25934,15,25934,Gabbiano Chianti,750mL,1,9.99,9.99,2016-02-27,750,2,0.11,9819,TREASURY WINE ESTATES      ,2,5,27
1_HARDERSFIELD_12211,1,12211,Black Box Rsl,3L,6,113.94,18.99,2016-02-27,3000,2,2.7,1392,CONSTELLATION BRANDS INC   ,2,5,27
15_WANBORNE_28579,15,28579,R M Woodbridge Merlot Cal,750mL,1,7.99,7.99,2016-02-27,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,2,5,27
10_HORNSEY_5491,10,5491,Rumpleminze,50mL,23,45.77,1.99,2016-02-27,50,1,1.21,3960,DIAGEO NORTH AMERICA INC   ,2,5,27
